[cube slice: 0]

[cube slice: 24]
    (+8.103e+03,+0.000e+00)   (+7.529e-162,+0.000e+00)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
    (+5.441e-75,+0.000e+00)   (+5.055e-240,+0.000e+00)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)

[cube slice: 25]
    (+8.103e+03,+0.000e+00)   (+7.529e-162,+0.000e+00)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
    (+5.441e-75,+0.000e+00)   (+5.055e-240,+0.000e+00)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)

[cube slice: 26]
    (+8.103e+03,+0.000e+00)   (+7.529e-162,+0.000e+00)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
    (+5.441e-75,+0.000e+00)   (+5.055e-240,+0.000e+00)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)

[cube slice: 27]
    (+8.103e+03,+0.000e+00)   (+7.529e-162,+0.000e+00)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
    (+5.441e-75,+0.000e+00)   (+5.055e-240,+0.000e+00)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)

[cube slice: 28]
    (+8.103e+03,+0.000e+00)   (+7.529e-162,+0.000e+00)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
    (+5.441e-75,+0.000e+00)   (+5.055e-240,+0.000e+00)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)                      (0,0)
